run number,infNDCG
2,0.5222
193,0.5256
215,0.5261
231,0.5334
247,0.5413
251,0.5466
295,0.5507
355,0.5508
407,0.5518
413,0.5564
455,0.5615
487,0.5616
495,0.5631
714,0.5632
734,0.5674
925,0.5737
1094,0.5744
1683,0.5753
1995,0.5811
